candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_00277,MatterGen,mattergen_base_unconditional_smoke,Na1 Tl2 Fe1 I8,NaTl2FeI8,Fe-I-Na-Tl,ABC2D8,12,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1247.cif,c0fcc9e219376f25176632128f6d215de2d44acd5a444d6cbc38307a5406f952,277,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00278,MatterGen,mattergen_base_unconditional_smoke,Na7 In1 Sn2 Se8,Na7In(SnSe4)2,In-Na-Se-Sn,AB2C7D8,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1248.cif,b17b0f2a3a40e8bbb4cfc920f65ee6f0a78beeb96f01d91eefc0cb796cf43160,278,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00279,MatterGen,mattergen_base_unconditional_smoke,Tl1 Cd1 Se2,TlCdSe2,Cd-Se-Tl,ABC2,4,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1249.cif,c43937058fef8ef3d61cfd709bb49f61a606b05433331f26e6439babf13bcdfd,279,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00280,MatterGen,mattergen_base_unconditional_smoke,K6 Mn2 O6,K3MnO3,K-Mn-O,AB3C3,14,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_125.cif,bf86d28fdb93772820c4b41c14cbad6e6503e1d52dfa75e8ea8b9a2e5f1bf6e1,280,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00281,MatterGen,mattergen_base_unconditional_smoke,Na4 Tl2,Na2Tl,Na-Tl,AB2,6,I4_1/amd,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1250.cif,3aa0b30452f273cf66bbbd8312264ce1b30c383f0c6fc595beb9c599d2da754b,281,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00282,MatterGen,mattergen_base_unconditional_smoke,Li2 Pr2 Hf1 Se6,Li2Pr2HfSe6,Hf-Li-Pr-Se,AB2C2D6,11,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1251.cif,8c418ecb745c7eb50b4be6441c7902e04534faad97772ca2dac98c3af63416c0,282,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00283,MatterGen,mattergen_base_unconditional_smoke,Ca2 Al8 Pt2,CaAl4Pt,Al-Ca-Pt,ABC4,12,P6_3mc,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1252.cif,4142b6619bfc4fb82867f5a6efe3f6476674dca89082ee8527173ce6b7abd894,283,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00284,MatterGen,mattergen_base_unconditional_smoke,V2 Co1 Ni3 S8,V2CoNi3S8,Co-Ni-S-V,AB2C3D8,14,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1253.cif,3cba36c181987e6f0c1d2fb62314f240383653083aa4e5de43b6200943b609f7,284,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00285,MatterGen,mattergen_base_unconditional_smoke,Er4 Tl2 Hg2,Er2TlHg,Er-Hg-Tl,ABC2,8,Pmma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1254.cif,5a43af6a9c112338c2a96ac01674d121a87fe3f6f144d1bea6216b6f8b894c0e,285,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00286,MatterGen,mattergen_base_unconditional_smoke,Sm4 Cu4 Bi2,Sm2Cu2Bi,Bi-Cu-Sm,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1255.cif,11309abe2e8ff90636540f1c089f7335a631e9c8b543399543538f74badc7f9f,286,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00287,MatterGen,mattergen_base_unconditional_smoke,La4 As2 P2 Pd2,La2AsPPd,As-La-P-Pd,ABCD2,10,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1256.cif,2c73daad419a20a9ba5be29537132bad10ba51ce197f70a89af90c2f0d776232,287,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00288,MatterGen,mattergen_base_unconditional_smoke,Sm1 Dy1 Ho2,SmDyHo2,Dy-Ho-Sm,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1257.cif,b62c1db61a10eff6cef3e5c84f2fb3358916de292060d91fb95c628c185c61f8,288,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00289,MatterGen,mattergen_base_unconditional_smoke,Na5 Si1 Bi4,Na5SiBi4,Bi-Na-Si,AB4C5,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1258.cif,9c869cf645d0de98b9d0fd42ef4d3cca65aef700c788a0dbb96011f48914d729,289,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00290,MatterGen,mattergen_base_unconditional_smoke,Be1 Fe1 Si1,BeFeSi,Be-Fe-Si,ABC,3,P-6m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1259.cif,e8095077de8738b1e8d9e10eaa5975a9c654ea5dbb49ae9c839c05e040df6dd8,290,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00291,MatterGen,mattergen_base_unconditional_smoke,Dy1 Cd1 In1 Pb1,DyCdInPb,Cd-Dy-In-Pb,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_126.cif,1fb13ff0c0e5491fce7b415d52c32e5c34bd60993ee25ea98b9497fe5426b470,291,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00292,MatterGen,mattergen_base_unconditional_smoke,Nb3 Rh1,Nb3Rh,Nb-Rh,AB3,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1260.cif,2d62a257acdd3d803875bd07d5c130b197d9c6b2aa9d147faa4c0435f93d0dee,292,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00293,MatterGen,mattergen_base_unconditional_smoke,In1 Ga2 Sn1,InGa2Sn,Ga-In-Sn,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1261.cif,8fa17b153661759906eee50a0a4bed53a3798474328f109dcc46bb067774ce99,293,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00294,MatterGen,mattergen_base_unconditional_smoke,Ti4 Ga2 Cu2 Au2,Ti2GaCuAu,Au-Cu-Ga-Ti,ABCD2,10,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1262.cif,ec28e514e15f042bbc8148246cc48a8a8ab70cfe0216b9302ddc1f680bbecde8,294,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00295,MatterGen,mattergen_base_unconditional_smoke,Zr2 Zn1 N1,Zr2ZnN,N-Zn-Zr,ABC2,4,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1263.cif,a6e44383928792708f5528efe833c611f820bedf79476b8239cb8bfd8ec355d1,295,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00296,MatterGen,mattergen_base_unconditional_smoke,Yb1 Ag1 Cl4,YbAgCl4,Ag-Cl-Yb,ABC4,6,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1264.cif,1b261fb3c5533b2f50ab02788fd604137d2bb4672e7c39c8e976e22c23b2a257,296,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00297,MatterGen,mattergen_base_unconditional_smoke,Sr5 H1 Pb2 N1,Sr5HPb2N,H-N-Pb-Sr,ABC2D5,9,I4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1265.cif,d56e1f59b6f8543a966bbce7e77b87a9f88ec81ad9bee580b4ba1fbc0c8c52ae,297,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00298,MatterGen,mattergen_base_unconditional_smoke,Li2 Mn1 Zn2 F13,Li2MnZn2F13,F-Li-Mn-Zn,AB2C2D13,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1266.cif,e14d15d640221196823dd5e2c02bf2d97ed4ce46776183db729dcc22d0f26765,298,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00299,MatterGen,mattergen_base_unconditional_smoke,Mn1 Ga1 Co1 Ru1,MnGaCoRu,Co-Ga-Mn-Ru,ABCD,4,P4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1267.cif,0ee6f2c87b2a33f39d3f8adc50b54e5f178a761408d4ead9c49fabc259ad9f59,299,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00300,MatterGen,mattergen_base_unconditional_smoke,Rb1 Na2 Mo1 S4,RbNa2MoS4,Mo-Na-Rb-S,ABC2D4,8,I-42m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1268.cif,ff4b61c3d5874e09fd6444d013c34dc999acbb70cc7397eae045d3c5c47983c9,300,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00301,MatterGen,mattergen_base_unconditional_smoke,Dy2 Cu2 Si2,DyCuSi,Cu-Dy-Si,ABC,6,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1269.cif,df679363d31973c2a0e2ee40c2ebecf444004888ecf011252e00cdb3be5eb5f0,301,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00302,MatterGen,mattergen_base_unconditional_smoke,Mn1 Fe1 Ge1,MnFeGe,Fe-Ge-Mn,ABC,3,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_127.cif,3439eeb2427e4bc95bcddba6e77767f83a69cc26c4232e532b3e1ae379a1982f,302,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00303,MatterGen,mattergen_base_unconditional_smoke,Tb2 Nd4 Tm1,Tb2Nd4Tm,Nd-Tb-Tm,AB2C4,7,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1270.cif,7a21edc82cb07318743381d474e19d91c21f771827571441c703e9d8bf8dbdb0,303,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00304,MatterGen,mattergen_base_unconditional_smoke,Y1 Tm2 Sn1 C1,YTm2SnC,C-Sn-Tm-Y,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1271.cif,2dce7f83a9469fd155e3301a6a5ae42ef25e18352f3a255e66b932de72b13242,304,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00305,MatterGen,mattergen_base_unconditional_smoke,Cs1 Na1 Rh1 Cl6,CsNaRhCl6,Cl-Cs-Na-Rh,ABCD6,9,P312,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1272.cif,5368bc664eb3c1543ae3c98ce464363b99699ab49f41976bdfbe6ed115ce0def,305,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00306,MatterGen,mattergen_base_unconditional_smoke,Pr2 Sn8,PrSn4,Pr-Sn,AB4,10,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1273.cif,64fd6f12701cf187deefaf2944f4cd9b202d1637fa5f6099c868433a06ce61c4,306,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00307,MatterGen,mattergen_base_unconditional_smoke,Sr2 Zn1 Hg1,Sr2ZnHg,Hg-Sr-Zn,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1274.cif,809c544314cada37caed6c194396ff40ea5beb6cf9b9cdeedb6a29bbb54e8fa9,307,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00308,MatterGen,mattergen_base_unconditional_smoke,Li6 Er7 Cd6,Li6Er7Cd6,Cd-Er-Li,A6B6C7,19,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1275.cif,f312a5de027d3bc5e1a4722f14ba32ab15f0c181e6f32d415e5daa8e11dd5aa9,308,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00309,MatterGen,mattergen_base_unconditional_smoke,Li2 Lu1 Mg1,Li2LuMg,Li-Lu-Mg,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1276.cif,0af01a337dffc92843146487c32728ae01a7293f57acc8107fdf030f83e5dfce,309,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00310,MatterGen,mattergen_base_unconditional_smoke,Sc2 Ti2 Sb2,ScTiSb,Sb-Sc-Ti,ABC,6,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1277.cif,52d9d0f62647cf15a454cf316aade00409dbf287d78097ed3427b126c4530429,310,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00311,MatterGen,mattergen_base_unconditional_smoke,Na1 Sr2 Hg4 Pb3,NaSr2Hg4Pb3,Hg-Na-Pb-Sr,AB2C3D4,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1278.cif,6fe754325354e3bb287f64f1436443629906615864eea0889e9bc702e1352e14,311,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00312,MatterGen,mattergen_base_unconditional_smoke,V2 Pb3 W1 O1 F11,V2Pb3WOF11,F-O-Pb-V-W,ABC2D3E11,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1279.cif,c4a7daae0ec7d5a84703eee2c339467a2edfb6c9ca192df068523a3648ed8e26,312,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00313,MatterGen,mattergen_base_unconditional_smoke,Cs2 Cu2 Sb2,CsCuSb,Cs-Cu-Sb,ABC,6,P4/nmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_128.cif,396c8255fc9e5540a1bdb90f3bdddf978d325721ffabf525f46844aed8cc13a6,313,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00314,MatterGen,mattergen_base_unconditional_smoke,Nd2 Be4 Se6,NdBe2Se3,Be-Nd-Se,AB2C3,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1280.cif,c5c1e277a72024c1f793dcb5701206db84145f0fd54282df7778f7048fa9457b,314,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00315,MatterGen,mattergen_base_unconditional_smoke,Hf12 In1 Co7,Hf12InCo7,Co-Hf-In,AB7C12,20,R-3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1281.cif,ebf44a841dda7facbe90b796d9116f82612ae80a09297e74049dd9dfe626a66c,315,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00316,MatterGen,mattergen_base_unconditional_smoke,Cd1 In1 Hg2,CdInHg2,Cd-Hg-In,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1282.cif,ac804361ef2db33a4b06dfb9fc12dbea7d673513ce957dba2e5cdb71749d79a9,316,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00317,MatterGen,mattergen_base_unconditional_smoke,Pr8 Sn4 I2,Pr4Sn2I,I-Pr-Sn,AB2C4,14,I-42d,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1283.cif,638047515bcbc93b0482438e5fcba53b252db454a71629e8e9a58b6b5ae7d139,317,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00318,MatterGen,mattergen_base_unconditional_smoke,Pr4 Mn4 Si4,PrMnSi,Mn-Pr-Si,ABC,12,Pnma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1284.cif,086ec73b0b2dbb05bda93b7d6c2bfc57c150afcb35f5cd1514c2356f04c94697,318,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00319,MatterGen,mattergen_base_unconditional_smoke,K1 Tl2 Bi2,K(TlBi)2,Bi-K-Tl,AB2C2,5,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1285.cif,e70ebc6a4f6c0f6decc89a557dbb3f3c94431b225f61f52511bd1f12748313cf,319,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00320,MatterGen,mattergen_base_unconditional_smoke,Li1 Nd1 In1 Sn1,LiNdInSn,In-Li-Nd-Sn,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1286.cif,fa4c6d5dbfe2eddbb994a83b884d6f72d076759c0fc5bc10a0c3f6a4503ad381,320,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00321,MatterGen,mattergen_base_unconditional_smoke,Sr3 Sn3 Pd2,Sr3Sn3Pd2,Pd-Sn-Sr,A2B3C3,8,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1287.cif,945bd783c5a0987bdccf80b67f788be0ac4a68a9ec98357bcda9b0e0437d553e,321,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00322,MatterGen,mattergen_base_unconditional_smoke,Mn7 O5 F6,Mn7O5F6,F-Mn-O,A5B6C7,18,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1288.cif,afef3dce787e46b972c0721be2814196a98bf206743570138f7339bb21b68022,322,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00323,MatterGen,mattergen_base_unconditional_smoke,Ti4 Os4 W2,Ti2Os2W,Os-Ti-W,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1289.cif,f9798da32a6e9ce5e4831857248a1a9fed62cbbd157d9656447e7dedc0f730c5,323,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00324,MatterGen,mattergen_base_unconditional_smoke,Rb1 Bi1 As2 Pd4,RbBi(AsPd2)2,As-Bi-Pd-Rb,ABC2D4,8,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_129.cif,f6589debe3a914ff46af9a527e166f2065bf20b83cd3f186ef02f4bfa889d655,324,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00325,MatterGen,mattergen_base_unconditional_smoke,Ce4 Al1 Zn2 Co4 Ru1,Ce4AlZn2Co4Ru,Al-Ce-Co-Ru-Zn,ABC2D4E4,12,I-42m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1290.cif,333b046d3a4956e19a1ad25129d4ac097bead55bf787942099907ff08b2d77ee,325,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00326,MatterGen,mattergen_base_unconditional_smoke,Co12 Si2 B6,Co6SiB3,B-Co-Si,AB3C6,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1291.cif,10b245829d04cb11c59cbc612cc9f4a90d014a3ac76d793e152b9e6297d4e226,326,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00327,MatterGen,mattergen_base_unconditional_smoke,Sr2 Tl2 Br2 O4,SrTlBrO2,Br-O-Sr-Tl,ABCD2,10,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1292.cif,efbb94f627b3997ee754a9770a5606db913cd082008725c806aec2e4c2f1544c,327,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00328,MatterGen,mattergen_base_unconditional_smoke,Na1 La1 Tm2 Se4,NaLa(TmSe2)2,La-Na-Se-Tm,ABC2D4,8,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1293.cif,1b5ffd457e0659ba3aba0059231bf78d4be6d215d54b24df26a68d14250d3c9b,328,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00329,MatterGen,mattergen_base_unconditional_smoke,Pr1 Ho1 Pd6,PrHoPd6,Ho-Pd-Pr,ABC6,8,P-6m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1294.cif,5a8f6a9a4535c41e94a4a7f061bc84a5fd2f80dbb5030ae5e2ede0c9ebc086d8,329,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00330,MatterGen,mattergen_base_unconditional_smoke,Zr12 In4,Zr3In,In-Zr,AB3,16,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1295.cif,36135b9330cc9aaba7b1b9e9ba25a399853c3890c5cb5c73f3249e55296993d3,330,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00331,MatterGen,mattergen_base_unconditional_smoke,Ho2 Tm6 Mg3,Ho2(Tm2Mg)3,Ho-Mg-Tm,A2B3C6,11,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1296.cif,3245d95ad32e06e522ca08108c35043ed92452a0437aa0ce615d0b2965d3ba7a,331,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00332,MatterGen,mattergen_base_unconditional_smoke,Ti2 Ir1 Rh1,Ti2IrRh,Ir-Rh-Ti,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1297.cif,b2b771b9d64493672ce78b3ff8fc75271aca54fe272590215e6343a7d9576f9a,332,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00333,MatterGen,mattergen_base_unconditional_smoke,Cs2 Hf2 Sn2 Te6,CsHfSnTe3,Cs-Hf-Sn-Te,ABCD3,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1298.cif,11ab9123bb26ebb2c8d6fe71ce5a053ea6afe95b927d27bd42fbd17f997349f5,333,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00334,MatterGen,mattergen_base_unconditional_smoke,Rb1 Ag2 Mo1 F8,RbAg2MoF8,Ag-F-Mo-Rb,ABC2D8,12,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1299.cif,38da1888819033c1e0a4679cc118ccc6e9c5e9489722b44bab08b77b10deda35,334,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00335,MatterGen,mattergen_base_unconditional_smoke,Hf1 Sc1 Pt2,HfScPt2,Hf-Pt-Sc,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_13.cif,b9aa93f2505eb3fe0721a85d7792dfdf905b5e37aba3a6913ac38e3cd10c8ec0,335,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00336,MatterGen,mattergen_base_unconditional_smoke,Tm1 Cu1 Si2 Au1,TmCuSi2Au,Au-Cu-Si-Tm,ABCD2,5,I-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_130.cif,f01a34dc67c84725c27489f8e1218175b3dfd11be9a7584695d90653f45ed7dd,336,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00337,MatterGen,mattergen_base_unconditional_smoke,Cu2 Ag2 Bi2 Se6,CuAgBiSe3,Ag-Bi-Cu-Se,ABCD3,12,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1300.cif,3a7d6e403893c02f5fc9f8f0b92c1439a4c4579f353312237160397253cbe696,337,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00338,MatterGen,mattergen_base_unconditional_smoke,Li6 Tl3 Ga1 Hg6,Li6Tl3GaHg6,Ga-Hg-Li-Tl,AB3C6D6,16,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1301.cif,dd570e03c11dbf4daaa681bf136e3b63fedee7783f88a56daf977f5d6eb8a126,338,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00339,MatterGen,mattergen_base_unconditional_smoke,Tb4 Hg2 Pd4,Tb2HgPd2,Hg-Pd-Tb,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1302.cif,47e779dd3412dc4c73b60c66d2a2418595fcb23bba3c653aa6daefdfa1a64d00,339,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00340,MatterGen,mattergen_base_unconditional_smoke,Cu2 Sb1 Pd3,Cu2SbPd3,Cu-Pd-Sb,AB2C3,6,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1303.cif,be47c77f38ca18e6dd496647f702005ec0840b88f01962fd506e4cb74e65d554,340,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00341,MatterGen,mattergen_base_unconditional_smoke,Sn2 Hg3 Au3,Sn2(HgAu)3,Au-Hg-Sn,A2B3C3,8,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1304.cif,ca022b92a017a6225af3a5a96e74c170d76cc7e48b63118113efc71829d45534,341,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00342,MatterGen,mattergen_base_unconditional_smoke,Nd2 Ga4 Rh4,Nd(GaRh)2,Ga-Nd-Rh,AB2C2,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1305.cif,41aaa0dbc1e3e2eb91950dcb6f1af4d3b03ea2e0f5501a5b0030fea97146802c,342,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00343,MatterGen,mattergen_base_unconditional_smoke,Mg2 Zn2 Ag3 Au4,Mg2Zn2Ag3Au4,Ag-Au-Mg-Zn,A2B2C3D4,11,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1306.cif,b276bee9a9c4d1f4ac31e499546e7a4d9159e164dc6a355522ac1b85aa89d4fd,343,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00344,MatterGen,mattergen_base_unconditional_smoke,Te3 As5 P1 S3,Te3As5PS3,As-P-S-Te,AB3C3D5,12,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1307.cif,3052f2467592a37ac210625abd067a8e192d4130eb8351dcaf2a965550aa0ce4,344,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00345,MatterGen,mattergen_base_unconditional_smoke,Sc4 Si4 Ni2,Sc2Si2Ni,Ni-Sc-Si,AB2C2,10,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1308.cif,1629202e02708d452f2fb7c2e05fa717f89c38ade41f5c371150c07fe76e0421,345,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00346,MatterGen,mattergen_base_unconditional_smoke,Ba1 Cd2 In1 Sn1,BaCd2InSn,Ba-Cd-In-Sn,ABCD2,5,Imm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1309.cif,0f5546815f04255d281ae2e1d4d7a20e698be67cdcbd914a818fd263f2cf5227,346,pymatgen_readable_smoke_candidate
